Merchant_id,Negative,Normal,Positive
38212,0,220,0
38213,0,299,0
38214,21,1767,7
38215,0,178,0
38300,3,827,0
38301,11,490,2
38302,0,139,0
38303,70,872,13
38304,15,11844,1203
38305,0,261,0
38306,0,293,0
38307,0,340,0
38308,0,1182,0
38309,0,194,0
38310,414,3216,125
38311,0,216,0
38312,0,1517,0
38313,0,502,1
38314,0,604,1
38315,0,272,0
38400,14,205,2
38401,0,477,0
38402,0,220,0
38403,0,365,0
38404,0,376,1
38405,0,704,0
38406,0,197,0
38407,21,1336,7
38408,50,634,0
38409,0,436,0
38410,308,2948,295
38411,0,593,0
38412,2,721,1
38413,0,247,0
38414,437,12270,1121
38415,6,605,3
38500,0,879,0
38501,0,1122,0
38502,3,174,0
38503,0,291,0
38504,6,214,0
38505,75,743,26
38506,0,657,0
38507,0,101,0
38508,0,357,0
38509,0,654,0
38510,0,444,2
38511,9,1536,3
38512,0,1191,7
38513,0,291,2
38514,4,471,3
38515,0,123,0
38600,0,315,0
38601,0,150,0
38602,0,326,0
38603,0,431,0
38604,0,434,0
38605,0,107,0
38606,0,559,0
38607,0,166,0
38608,29,2427,11
38609,1377,41106,235
38610,0,308,0
38611,0,293,0
38612,0,165,0
38613,272,3127,36
38614,2,272,0
38615,0,422,0
38700,0,329,0
38701,0,3347,0
38702,3,490,0
38703,0,627,0
38704,0,223,0
38705,0,212,0
38706,0,107,0
38707,0,424,0
38708,363,10842,558
38709,0,186,0
38710,3,2922,7
38711,0,180,0
38712,270,4082,61
38713,0,390,0
38714,98,325,2
38715,0,446,0
38800,0,160,0
38801,0,288,0
38802,1,148,4
38803,102,641,34
38804,0,181,0
38805,0,239,0
38806,16,1688,1
38807,25,407,5
38808,41,531,9
38809,0,738,0
38810,112,5312,5
38811,0,315,0
38812,0,1257,0
38813,0,566,0
38814,0,572,0
38815,0,217,0
38900,31,454,19
38901,0,224,0
38902,0,645,0
38903,131,227,10
38904,22,1112,13
38905,0,1018,0
38906,0,2098,0
38907,0,277,0
38908,16,395,5
38909,0,1187,0
38910,0,252,0
38911,712,316,73
38912,0,381,0
38913,64,1297,5
38914,160,1369,37
38915,0,115,0
39000,3,606,1
39001,0,1141,0
39002,104,1674,45
39003,12,1376,7
39004,0,416,0
39005,209,130,4
39006,0,272,3
39007,60,5662,24
39008,0,1168,0
39009,0,438,0
39010,0,934,0
39011,9,864,0
39012,0,191,0
39013,150,2408,25
39014,1,1737,0
39015,78,4591,436
39100,0,533,0
39101,0,487,0
39102,0,270,0
39103,91,3956,1
39104,1,1358,1
39105,5,1163,6
39106,0,749,0
39107,7,259,2
39108,0,2335,0
39109,11,756,0
39110,310,6547,452
39111,0,152,0
39112,0,126,0
39113,0,175,0
39114,0,660,0
39115,0,282,0
39200,0,204,0
39201,162,883,12
39202,0,585,0
39203,0,446,0
39204,0,254,0
39205,0,282,0
39206,0,226,0
39207,0,413,0
39208,0,348,0
39209,0,921,4
39210,0,1659,0
39211,679,1549,68
39212,0,346,0
39213,160,2687,25
39214,0,119,0
39215,0,636,0
39300,7,568,13
39301,0,811,0
39302,14,1763,1
39303,0,400,0
39304,0,781,0
39305,18,908,21
39306,0,926,1
39307,0,424,0
39308,0,191,0
39309,0,331,0
39310,0,313,0
39311,0,1222,0
39312,0,235,0
39313,0,1385,0
39314,323,2463,48
39315,0,288,0
39400,0,383,0
39401,0,2320,0
39402,31,1832,11
39403,0,204,0
39404,0,718,0
39405,0,253,0
39406,247,4423,455
39407,17,868,5
39408,0,1732,0
39409,0,632,0
39410,30,1128,0
39411,0,377,0
39412,0,557,0
39413,0,230,4
39414,0,519,0
39415,0,418,0
39500,81,13792,15
39501,35,1700,5
39502,0,212,0
39503,0,193,0
39504,0,858,0
39505,677,6600,675
39506,0,331,0
39507,0,635,0
39508,0,296,0
39509,16,730,4
39510,134,1441,6
39511,0,367,0
39512,0,665,0
39513,3,198,0
39514,3,685,7
39515,0,347,0
39600,5,162,0
39601,0,140,0
39602,0,1322,4
39603,0,172,0
39604,51,541,10
39605,0,567,0
39606,181,851,39
39607,276,906,58
39608,0,1396,0
39609,0,209,0
39610,0,217,0
39611,0,897,0
39612,0,595,0
39613,0,335,0
39614,0,1270,0
39615,0,390,0
39700,0,334,0
39701,0,7571,0
39702,0,194,0
39703,2,1072,1
39704,0,348,0
39705,163,3493,60
39706,0,362,0
39707,0,302,0
39708,0,443,0
39709,78,6651,136
39710,3,441,1
39711,28,740,1
39712,63,251,9
39713,0,304,0
39714,0,151,1
39715,0,596,0
39800,28,614,16
39801,0,280,0
39802,0,2670,0
39803,8,586,6
39804,3,1375,2
39805,0,140,0
39806,0,240,0
39807,0,1525,0
39808,58,341,15
39809,7,707,0
39810,85,1365,30
39811,0,189,0
39812,0,870,0
39813,0,356,0
39814,0,2166,0
39815,0,357,0
39900,11,414,1
39901,28,467,20
39902,0,235,0
39903,0,518,0
39904,0,6419,0
39905,113,332,0
39906,0,229,0
39907,0,462,0
39908,32,893,84
39909,0,279,0
39910,0,984,0
39911,0,195,0
39912,0,288,0
39913,0,174,0
39914,0,1094,0
39915,239,5578,41
40000,0,368,2
40001,16,1845,4
40002,87,419,6
40003,0,402,0
40004,54,313,0
40005,8,660,3
40006,0,230,0
40007,0,386,0
40008,0,401,0
40009,0,191,0
40010,0,779,0
40011,0,138,0
40012,28,405,7
40013,0,836,0
40014,0,363,0
40015,235,3710,10
40100,0,466,0
40101,0,1585,0
40102,5,664,0
40103,0,192,0
40104,14,265,14
40105,0,116,0
40106,6,697,4
40107,46,844,51
40108,1567,15581,141
40109,111,10643,5
40110,0,143,0
40111,0,376,0
40112,8,1235,3
40113,23,419,19
40114,0,257,0
40115,0,233,0
40200,113,867,10
40201,1,248,1
40202,0,1283,0
40203,0,196,0
40204,15,1598,6
40205,0,181,0
40206,63,1332,30
40207,0,758,0
40208,0,643,0
40209,0,222,0
40210,167,739,41
40211,0,121,0
40212,0,366,2
40213,312,1060,42
40214,0,363,0
40215,78,1083,18
40300,1,208,0
40301,0,638,0
40302,29,439,6
40303,112,1163,94
40304,0,909,0
40305,0,241,0
40306,105,5054,389
40307,0,199,0
40308,0,149,0
40309,0,1289,0
40310,3,579,1
40311,0,776,0
40312,0,262,0
40313,3,328,0
40314,39,1045,90
40315,0,637,0
40400,0,216,0
40401,1,472,0
40402,1,183,1
40403,0,943,1
40404,106,2018,3
40405,0,448,0
40406,29,532,16
40407,251,401,16
40408,14,443,7
40409,0,283,0
40410,22,2114,30
40411,1,201,1
40412,0,208,0
40413,0,475,0
40414,6,817,3
40415,0,836,0
40500,19,993,1
40501,32,173,9
40502,4,2079,4
40503,0,249,0
40504,17,226,7
40505,0,296,0
40506,0,276,0
40507,0,218,0
40508,8,94,2
40509,0,2002,2
40510,1707,23022,970
40511,0,275,0
40512,0,163,0
40513,0,235,0
40514,675,7217,172
40515,15,660,4
40600,0,650,0
40601,0,191,0
40602,0,630,0
40603,0,397,22
40604,30,1713,4
40605,4,1161,18
40606,0,368,0
40607,107,2883,16
40608,0,1192,0
40609,6,510,0
40610,5,397,1
40611,45,1570,16
40612,0,600,0
40613,0,110,0
40614,5,189,2
40615,0,298,0
40700,0,867,0
40701,0,362,0
40702,0,207,0
40703,0,288,0
40704,721,432,2
40705,0,201,0
40706,1154,3596,219
40707,0,298,0
40708,0,372,0
40709,179,1028,17
40710,17,512,4
40711,0,825,0
40712,0,4346,1
40713,0,116,0
40714,0,151,0
40715,64,4783,20
40800,0,238,5
40801,1565,1164,24
40802,0,299,1
40803,24,2300,1
40804,187,6343,52
40805,113,3919,286
40806,1,371,0
40807,2,1878,3
40808,0,134,0
40809,0,147,0
40810,0,290,0
40811,0,628,0
40812,0,139,0
40813,0,2574,0
40814,16,1874,0
40815,2,3535,1
40900,23,425,0
40901,0,441,0
40902,97,2201,13
40903,0,1486,0
40904,0,367,0
40905,0,627,0
40906,0,456,0
40907,0,501,0
40908,0,138,0
40909,47,1881,107
40910,0,5074,1
40911,0,179,0
40912,0,103,0
40913,10,522,7
40914,0,1522,0
40915,0,242,8
41000,11,298,1
41001,0,116,0
41002,6,2706,4
41003,15,1340,0
41004,0,1997,0
41005,99,1051,66
41006,188,3408,38
41007,0,713,0
41008,0,649,0
41009,7,663,2
41010,209,5878,89
41011,0,314,0
41012,7,655,0
41013,25,508,0
41014,0,329,0
41015,15,1295,9
41100,0,766,0
41101,150,650,43
41102,0,326,0
41103,4,344,4
41104,148,2395,19
41105,11,2236,3
41106,0,502,0
41107,4,2198,2
41108,0,281,0
41109,0,828,0
41110,0,636,0
41111,0,357,0
41112,3916,34700,3596
41113,0,570,0
41114,0,243,0
41115,1,1042,0
41200,0,2933,1
41201,0,589,0
41202,0,421,1
41203,0,891,0
41204,1084,19154,257
41205,0,677,0
41206,19,403,6
41207,1759,10277,254
41208,0,788,2
41209,0,461,0
41210,0,286,0
41211,1,295,0
41212,0,195,0
41213,0,1491,0
41214,41,238,16
41215,138,1447,12
41300,0,503,0
41301,0,232,0
41302,0,362,0
41303,0,191,0
41304,0,288,0
41305,0,363,0
41306,1139,9489,307
41307,0,717,0
41308,0,224,0
41309,0,300,0
41310,0,372,0
41311,0,282,0
41312,611,8247,124
41313,0,357,0
41314,0,387,0
41315,0,769,0
41400,0,360,27
41401,0,569,0
41402,8,842,2
41403,48,492,9
41404,0,291,0
41405,0,320,2
41406,0,234,0
41407,553,3374,5
41408,0,224,0
41409,0,258,0
41410,0,491,0
41411,0,442,0
41412,0,1004,0
41413,0,167,0
41414,0,311,0
41415,0,684,0
41500,0,744,0
41501,0,344,0
41502,13825,2148,29
41503,0,595,2
41504,0,326,0
41505,0,1049,0
41506,0,421,2
41507,0,683,0
41508,0,523,0
41509,0,482,0
41510,0,369,0
41511,2,302,2
41512,0,265,0
41513,0,309,0
41514,0,519,0
41515,0,286,0
41600,104,232,29
41601,56,388,0
41602,0,296,0
41603,0,659,0
41604,0,160,0
41605,0,557,0
41606,0,1146,0
41607,0,494,0
41608,13,247,1
41609,1,379,1
41610,0,201,0
41611,0,173,0
41612,0,586,0
41613,0,3141,0
41614,2,214,0
41615,22,213,7
41700,56,651,7
41701,0,296,0
41702,0,235,0
41703,0,419,0
41704,34,368,1
41705,0,107,0
41706,116,2348,10
41707,0,736,0
41708,0,551,0
41709,165,3050,28
41710,0,149,0
41711,3,363,0
41712,0,225,0
41713,0,584,0
41714,0,333,1
41715,6,215,7
41800,0,733,0
41801,0,418,0
41802,0,426,0
41803,0,319,0
41804,28,1100,12
41805,0,706,0
41806,0,437,0
41807,0,549,0
41808,28,9093,56
41809,0,183,0
41810,0,272,0
41811,0,256,0
41812,19,405,3
41813,9,247,0
41814,87,1377,6
41815,2,588,3
41900,0,163,0
41901,0,962,0
41902,0,179,0
41903,27,480,0
41904,0,459,0
41905,240,5238,180
41906,0,326,0
41907,0,16273,0
41908,0,141,0
41909,26,818,20
41910,0,917,0
41911,0,471,0
41912,3,414,0
41913,0,406,0
41914,0,472,0
41915,34,2511,26
42000,0,280,0
42001,0,274,0
42002,0,386,0
42003,0,905,0
42004,184,2774,56
42005,506,5132,109
42006,318,829,89
42007,0,284,0
42008,0,1195,0
42009,679,2470,75
42010,0,1917,0
42011,22,1895,1
42012,0,267,0
42013,0,402,0
42014,0,316,0
42015,5313,540,5
42100,1301,20322,94
42101,0,218,0
42102,0,1574,0
42103,318,902,59
42104,0,361,0
42105,0,393,0
42106,0,1501,0
42107,0,463,0
42108,0,352,0
42109,0,182,0
42110,16,297,15
42111,78,3751,42
42112,4,1027,3
42113,0,227,0
42114,28,464,13
42115,0,87,0
42200,0,512,0
42201,0,429,0
42202,0,594,0
42203,0,1105,0
42204,0,295,0
42205,0,808,0
42206,0,160,0
42207,0,640,0
42208,18,956,20
42209,18,472,4
42210,178,1666,218
42211,0,219,0
42212,850,1001,10
42213,7,1339,2
42214,476,1818,67
42215,0,249,0
42300,0,475,0
42301,0,440,0
42302,0,346,0
42303,0,536,0
42304,0,558,0
42305,44,2691,35
42306,0,551,0
42307,2,588,6
42308,0,773,0
42309,107,1132,22
42310,46,2559,14
42311,281,2246,1
42312,0,482,0
42313,4,3341,0
42314,23,542,8
42315,36,863,107
42400,5,5552,1
42401,2560,81405,453
42402,0,1351,0
42403,50,1685,56
42404,0,2432,0
42405,1655,2805,24
42406,0,210,0
42407,0,1078,0
42408,0,557,0
42409,0,301,0
42410,23,307,10
42411,3,512,4
42412,0,443,9
42413,10,5092,3
42414,0,462,0
42415,65,464,87
42500,0,160,0
42501,0,631,0
42502,0,325,0
42503,0,410,0
42504,0,219,0
42505,0,435,0
42506,0,168,0
42507,0,405,0
42508,0,535,0
42509,0,267,0
42510,5,255,3
42511,14,407,0
42512,1,3156,1
42513,0,596,0
42514,0,391,0
42515,0,3702,1
42600,0,193,0
42601,344,286,2
42602,197,1937,7
42603,35,211,3
42604,0,519,0
42605,0,2974,0
42606,0,192,0
42607,0,949,0
42608,69,387,23
42609,0,235,0
42610,126,4375,24
42611,0,319,0
42612,1,895,0
42613,0,162,0
42614,0,151,0
42615,8,1331,21
42700,0,524,0
42701,0,401,0
42702,7,1080,5
42703,4,465,0
42704,102,2814,4
42705,53,1001,15
42706,0,365,0
42707,0,1490,0
42708,0,181,0
42709,20,488,18
42710,27,381,0
42711,3,1506,3
42712,51,1168,4
42713,0,231,0
42714,45,1424,4
42715,383,2754,297
42800,0,621,0
42801,8,1342,0
42802,0,333,0
42803,0,281,0
42804,6,817,4
42805,75,2234,8
42806,0,197,0
42807,2,305,0
42808,14,473,5
42809,1,336,0
42810,0,550,0
42811,2,887,0
42812,0,197,9
42813,0,289,0
42814,49,862,11
42815,6,329,3
42900,143,187,3
42901,0,278,0
42902,0,544,0
42903,24,1212,63
42904,147,1109,59
42905,0,568,0
42906,1,194,0
42907,56,1051,191
42908,0,249,0
42909,0,1084,1
42910,9,643,2
42911,3,347,0
42912,0,569,0
42913,0,1047,0
42914,0,410,0
42915,0,300,0
43000,0,276,0
43001,0,326,0
43002,0,181,0
43003,0,254,0
43004,179,6778,15
43005,17,193,3
43006,45,479,11
43007,0,183,0
43008,0,318,0
43009,14,423,1
43010,0,452,0
43011,38,2540,54
43012,0,311,0
43013,544,3130,18
43014,0,644,0
43015,126,506,72
43100,0,358,0
43101,0,303,0
43102,0,208,0
43103,18,794,4
43104,0,993,0
43105,0,234,0
43106,0,397,0
43107,0,167,0
43108,0,651,0
43109,0,302,0
43110,0,365,0
43111,0,770,0
43112,22,1697,4
43113,0,159,0
43114,0,178,0
43115,5,393,69
43200,222,8831,11
43201,12,1678,19
43202,0,460,4
43203,0,975,8
43204,0,758,0
43205,30,1856,11
43206,3,222,1
43207,0,199,0
43208,0,569,0
43209,0,797,0
43210,3,176,0
43211,0,263,0
43212,0,230,0
43213,0,433,0
43214,0,305,0
43215,215,4391,84
43300,45,1957,23
43301,0,158,0
43302,0,749,0
43303,0,558,0
43304,0,314,0
43305,0,207,0
43306,0,386,0
43307,0,365,2
43308,0,397,0
43309,0,634,0
43310,172,7156,1149
43311,47,3403,79
43312,0,255,0
43313,0,1345,0
43314,0,449,0
43315,0,301,0
43400,191,471,18
43401,543,2196,40
43402,15,416,11
43403,0,207,0
43404,0,935,0
43405,4,751,1
43406,0,322,0
43407,0,1386,0
43408,0,1022,0
43409,0,467,0
43410,0,265,0
43411,10,1445,5
43412,0,190,0
43413,0,956,0
43414,0,494,0
43415,16,301,14
43500,245,2412,106
43501,3,713,0
43502,2,238,1
43503,0,430,0
43504,0,207,0
43505,0,1012,0
43506,0,5913,2
43507,0,189,0
43508,5,191,0
43509,0,182,0
43510,0,565,0
43511,3,470,0
43512,0,570,0
43513,0,400,0
43514,0,2664,0
43515,0,304,0
43600,0,459,0
43601,0,244,0
43602,4,313,2
43603,0,333,0
43604,0,328,0
43605,0,735,7
43606,18,1677,2
43607,49,1294,20
43608,32,866,2
43609,0,185,0
43610,1,345,1
43611,0,602,0
43612,0,137,0
43613,0,152,0
43614,0,304,0
43615,0,344,0
43700,2,752,0
43701,0,477,0
43702,313,3021,83
43703,32,402,14
43704,0,525,0
43705,14,348,4
43706,1003,12637,201
43707,0,433,0
43708,1,521,1
43709,0,2170,0
43710,6,166,0
43711,180,1003,54
43712,3,1945,10
43713,0,369,0
43714,311,971,122
43715,0,352,0
43800,3,764,2
43801,0,278,0
43802,1014,10536,2065
43803,89,4196,22
43804,0,688,4
43805,0,984,0
43806,88,181,59
43807,0,308,0
43808,178,18737,222
43809,121,276,2
43810,57,1797,2
43811,4,889,14
43812,0,362,0
43813,0,170,0
43814,350,3062,22
43815,0,385,0
43900,0,223,0
43901,2,320,2
43902,0,1319,0
43903,0,79,0
43904,0,240,0
43905,542,1259,26
43906,0,92,0
43907,11,187,4
43908,0,239,0
43909,9,981,1
43910,0,234,0
43911,0,945,0
43912,313,1659,121
43913,51,1151,13
43914,72,3420,2
43915,0,317,0
44000,2,184,0
44001,0,78,0
44002,0,172,0
44003,84,5179,56
44004,0,2291,0
44005,9,1038,5
44006,0,207,0
44007,0,293,0
44008,0,238,0
44009,0,1779,0
44010,0,339,0
44011,14,3123,25
44012,0,243,0
44013,2,1131,0
44014,0,1407,0
44015,0,220,0
44100,0,181,0
44101,50,677,16
44102,4,3069,6
44103,0,487,0
44104,23,269,1
44105,0,421,0
44106,0,111,0
44107,2,244,1
44108,2,348,1
44109,0,294,0
44110,0,475,0
44111,18,346,2
44112,0,468,0
44113,0,88,0
44114,20,1409,2
44115,81,797,15
44200,119,1141,7
44201,0,427,0
44202,0,218,0
44203,0,741,0
44204,0,1899,0
44205,0,3405,0
44206,0,211,0
44207,0,176,0
44208,0,137,0
44209,0,346,0
44210,0,192,0
44211,2,953,3
44212,0,264,0
44213,0,228,0
44214,0,572,0
44215,1,332,0
44300,23,1030,2
44301,0,120,0
44302,0,313,0
44303,0,353,0
44304,0,209,0
44305,114,558,24
44306,137,1354,13
44307,0,279,0
44308,0,984,0
44309,1,264,0
44310,0,231,0
44311,0,953,0
44312,46,572,3
44313,0,229,0
44314,0,404,0
44315,17,288,6
44400,0,297,0
44401,0,807,0
44402,0,255,0
44403,0,300,0
44404,0,647,0
44405,0,298,0
44406,7,685,0
44407,0,154,0
44408,0,210,0
44409,0,1065,0
44410,0,209,0
44411,0,473,0
44412,0,373,0
44413,0,196,0
44414,0,557,1
44415,0,89,0
44500,0,1197,0
44501,0,267,0
44502,3,197,0
44503,18,940,2
44504,0,861,0
44505,1,206,0
44506,0,350,0
44507,0,496,0
44508,0,257,0
44509,0,295,0
44510,0,617,0
44511,0,378,0
44512,12,637,5
44513,0,4103,2
44514,0,734,0
44515,177,1208,73
44600,0,177,0
44601,0,234,0
44602,3,245,2
44603,400,1546,263
44604,0,289,0
44605,2,402,4
44606,19,1890,5
44607,0,228,0
44608,2,178,0
44609,3,289,8
44610,10,561,0
44611,0,220,0
44612,0,956,103
44613,0,247,0
44614,0,427,3
44615,0,366,0
44700,3,233,2
44701,2,958,12
44702,61,1195,7
44703,0,929,0
44704,0,492,0
44705,3,1285,1
44706,1382,32389,321
44707,1,249,6
44708,10,3033,1
44709,0,4909,0
44710,0,95,0
44711,0,441,0
44712,790,3476,305
44713,0,307,0
44714,0,766,0
44715,2,558,2
44800,4,296,0
44801,0,837,0
44802,0,1205,0
44803,0,195,0
44804,0,165,0
44805,512,8846,1449
44806,6,2485,2
44807,0,682,0
44808,0,273,0
44809,1,544,5
44810,4,680,0
44811,18,960,6
44812,0,371,0
44813,154,1970,30
44814,23,4300,9
44815,6,354,0
44900,19,1432,5
44901,0,347,1
44902,5,387,6
44903,79,1760,5
44904,0,131,0
44905,0,2273,0
44906,27,395,9
44907,0,886,0
44908,11,302,9
44909,0,176,0
44910,12,465,1
44911,0,297,0
44912,6,968,13
44913,7,739,0
44914,6,291,3
44915,0,175,0
45000,0,297,0
45001,0,170,0
45002,0,252,0
45003,0,156,0
45004,0,1311,0
45005,0,1000,0
45006,0,273,0
45007,0,291,0
45008,0,448,0
45009,442,3556,145
45010,0,152,0
45011,0,227,0
45012,0,1372,0
45013,0,932,0
45014,3,395,2
45015,1,425,0
45100,100,566,20
45101,122,971,3
45102,0,222,0
45103,0,264,0
45104,0,373,0
45105,0,588,0
45106,0,350,0
45107,0,379,0
45108,25,461,5
45109,0,336,0
45110,1,288,0
45111,0,204,0
45112,0,219,0
45113,1,793,0
45114,0,157,0
45115,0,302,0
45200,0,535,0
45201,233,1481,36
45202,0,551,0
45203,0,230,0
45204,0,1789,0
45205,19,860,1
45206,0,437,0
45207,0,1791,0
45208,0,2813,0
45209,34,942,36
45210,0,161,0
45211,0,643,0
45212,29,421,8
45213,0,1752,0
45214,0,773,0
45215,0,302,0
45300,0,320,0
45301,44,1012,4
45302,23,750,22
45303,0,166,0
45304,0,383,0
45305,1,162,0
45306,0,2144,0
45307,0,1222,0
45308,0,1389,0
45309,0,712,0
45310,0,409,0
45311,0,809,0
45312,440,198,115
45313,0,557,0
45314,0,5112,0
45315,37,1790,17
45400,0,892,0
45401,0,337,0
45402,0,156,0
45403,0,168,0
45404,575,6238,127
45405,25,268,11
45406,8,392,17
45407,0,203,0
45408,15,531,12
45409,0,962,0
45410,0,3398,0
45411,6,860,2
45412,0,615,0
45413,0,375,0
45414,0,428,0
45415,0,2506,0
45500,0,312,0
45501,0,255,0
45502,10,665,2
45503,1575,16465,1299
45504,0,323,0
45505,0,1471,0
45506,82,323,0
45507,80,2564,11
45508,14,5408,0
45509,0,359,0
45510,0,2308,0
45511,7,770,2
45512,0,303,0
45513,0,1246,0
45514,0,254,0
45515,0,628,0
45600,35,264,6
45601,1,983,0
45602,20,739,19
45603,0,116,0
45604,0,1590,0
45605,0,1726,0
45606,6,787,3
45607,6819,20997,2122
45608,5,1366,1
45609,0,192,0
45610,128,3494,307
45611,24,417,9
45612,0,4173,0
45613,0,490,0
45614,51,1354,12
45615,0,192,0
45700,0,690,0
45701,0,303,0
45702,81,2917,11
45703,646,3244,110
45704,0,3455,0
45705,6,1782,9
45706,0,175,0
45707,10,252,3
45708,2,221,1
45709,0,364,1
45710,0,181,0
45711,0,1008,0
45712,707,3378,174
45713,0,932,0
45714,2,1787,1
45715,0,173,0
45800,46,2421,23
45801,0,303,0
45802,0,179,0
45803,8,444,1
45804,0,1155,0
45805,262,804,16
45806,0,224,0
45807,0,1357,0
45808,4,527,3
45809,191,4962,82
45810,1,919,2
45811,0,1017,0
45812,62,496,14
45813,14,451,2
45814,0,604,0
45815,0,1758,0
45900,13,1757,18
45901,0,242,0
45902,2269,6607,607
45903,0,676,0
45904,13,400,7
45905,8,389,4
45906,4,379,1
45907,0,3485,0
45908,3,266,1
45909,0,336,0
45910,0,904,0
45911,0,148,0
45912,0,602,0
45913,2,480,0
45914,0,163,0
45915,0,167,0
46000,14,188,6
46001,0,218,0
46002,19,1613,3
46003,0,278,0
46004,0,302,0
46005,96,459,41
46006,0,1168,0
46007,0,836,0
46008,0,105,0
46009,19,299,6
46010,0,535,0
46011,0,1596,0
46012,0,546,0
46013,0,475,0
46014,0,88,0
46015,0,159,0
46100,0,250,0
46101,0,110,0
46102,0,683,0
46103,4,294,0
46104,0,327,0
46105,0,286,0
46106,101,390,4
46107,0,158,0
46108,0,1021,0
46109,2,456,0
46110,11,655,6
46111,1,656,0
46112,8,1393,1
46113,0,546,0
46114,0,636,0
46115,177,424,0
46200,0,2773,0
46201,5,427,2
46202,0,528,0
46203,5,4253,4
46204,0,507,0
46205,0,422,0
46206,0,186,0
46207,0,359,0
46208,0,657,0
46209,16,440,7
46210,0,1767,0
46211,784,3119,163
46212,36,1275,27
46213,0,229,0
46214,393,330,12
46215,0,516,0
46300,0,235,0
46301,0,369,0
46302,3,282,2
46303,4,377,2
46304,46,455,2
46305,0,221,0
46306,20,1524,24
46307,14,378,5
46308,26,514,7
46309,0,174,0
46310,270,275,21
46311,0,316,0
46312,0,1513,0
46313,18,677,0
46314,2,1240,5
46315,0,934,0
46400,0,532,0
46401,0,488,0
46402,0,240,0
46403,734,8086,198
46404,42,359,8
46405,0,412,0
46406,0,428,0
46407,0,1402,0
46408,0,569,0
46409,0,347,1
46410,247,682,40
46411,5,288,2
46412,0,935,0
46413,0,159,0
46414,0,232,0
46415,66,565,62
46500,0,249,0
46501,0,321,0
46502,0,1075,0
46503,69,5067,11
46504,0,4966,0
46505,0,204,0
46506,3,615,2
46507,0,346,0
46508,391,2253,34
46509,0,477,0
46510,0,4717,0
46511,0,661,0
46512,8,516,5
46513,0,1352,1
46514,0,285,0
46515,0,245,0
46600,0,167,0
46601,0,251,0
46602,1153,12936,3251
46603,52,312,35
46604,0,2869,0
46605,0,407,0
46606,3301,13176,2202
46607,0,410,0
46608,0,182,0
46609,0,866,0
46610,160,1234,28
46611,0,378,0
46612,0,350,0
46613,0,395,0
46614,0,436,0
46615,0,564,0
46700,7,182,1
46701,217,7452,17
46702,8,586,1
46703,0,363,0
46704,0,1452,0
46705,1,288,0
46706,0,436,0
46707,7,259,4
46708,0,254,0
46709,0,282,0
46710,0,11213,1808
46711,0,229,0
46712,0,131,0
46713,0,169,0
46714,7,1167,19
46715,0,609,0
46800,0,3780,0
46801,0,813,0
46802,0,1856,0
46803,0,287,0
46804,0,96,0
46805,0,232,0
46806,0,353,0
46807,2,429,0
46808,0,251,0
46809,0,364,0
46810,0,201,0
46811,0,472,0
46812,7,230,1
46813,198,1568,19
46814,0,936,0
46815,0,283,0
46900,0,237,0
46901,22,722,13
46902,0,2798,0
46903,0,164,0
46904,31,352,7
46905,0,621,0
46906,0,762,6
46907,0,264,1
46908,15,364,3
46909,0,141,0
46910,18,415,6
46911,7,1194,1
46912,302,1577,73
46913,40,3365,22
46914,1084,886,22
46915,72,2324,17
47000,3,149,0
47001,9,356,2
47002,0,361,0
47003,2711,13254,2265
47004,0,68,0
47005,0,478,0
47006,82,832,7
47007,0,158,0
47008,0,1813,0
47009,0,897,0
47010,0,393,0
47011,0,1404,0
47012,30,542,3
47013,0,511,0
47014,230,2938,88
47015,0,186,0
47100,14,541,2
47101,0,100,0
47102,4,876,1
47103,0,2685,0
47104,0,219,0
47105,0,372,0
47106,0,971,0
47107,53,1824,171
47108,0,404,0
47109,0,286,0
47110,0,1635,0
47111,0,763,0
47112,9,590,0
47113,0,1114,6
47114,0,351,0
47115,0,655,0
47200,0,857,0
47201,0,231,0
47202,0,168,0
47203,0,292,0
47204,0,694,0
47205,0,1458,0
47206,0,256,0
47207,158,384,0
47208,0,1789,0
47209,0,353,0
47210,0,247,1
47211,9,169,4
47212,81,1768,11
47213,0,817,0
47214,3,250,0
47215,0,1415,0
47300,0,487,0
47301,0,400,0
47302,1,419,14
47303,86,2707,16
47304,24,1141,2
47305,0,1059,0
47306,12,288,1
47307,0,736,0
47308,0,449,0
47309,0,310,0
47310,27,2329,278
47311,5,320,45
47312,0,1182,0
47313,2598,5584,42
47314,0,282,0
47315,0,172,0
47400,0,296,0
47401,0,171,0
47402,0,846,0
47403,0,524,0
47404,0,192,0
47405,0,8101,0
47406,0,597,0
47407,0,424,1
47408,0,312,0
47409,0,968,0
47410,8,375,2
47411,59,1002,10
47412,295,1334,102
47413,0,344,0
47414,0,244,0
47415,31,15746,4
47500,7,1234,7
47501,0,682,0
47502,0,418,9
47503,0,232,0
47504,0,2340,0
47505,199,1378,41
47506,0,145,0
47507,0,263,0
47508,0,414,0
47509,0,258,0
47510,621,1374,210
47511,0,949,25
47512,0,378,0
47513,855,3062,106
47514,0,908,0
47515,0,1207,0
47600,4,177,1
47601,0,348,0
47602,1,305,0
47603,95,470,1
47604,0,628,0
47605,7,334,3
47606,0,168,0
47607,0,721,0
47608,0,142,0
47609,1,11283,64
47610,1,675,0
47611,12,1689,13
47612,174,3106,25
47613,0,388,0
